# t_pr   N      a     H/m         f              df/m        energy_pr         E        epsilon       eta
# -----------------------------------------------------------------------------------------------------------------
0.404  0.785  2.193  1.94330  -4.7990712e+00  +3.3295500e-03  +2.357e+00  +1.000e+00  +1.468e-06  +5.024e-01
0.406  0.789  2.201  1.94330  -4.7990646e+00  +3.3327745e-03  +2.338e+00  +1.000e+00  +1.471e-06  +4.939e-01
0.408  0.793  2.210  1.94330  -4.7990579e+00  +3.3359478e-03  +2.320e+00  +1.000e+00  +1.473e-06  +4.856e-01
0.410  0.797  2.218  1.94330  -4.7990512e+00  +3.3390702e-03  +2.302e+00  +1.000e+00  +1.476e-06  +4.773e-01
0.412  0.801  2.227  1.94330  -4.7990445e+00  +3.3421425e-03  +2.284e+00  +1.000e+00  +1.479e-06  +4.692e-01
0.414  0.805  2.236  1.94330  -4.7990379e+00  +3.3451653e-03  +2.267e+00  +1.000e+00  +1.482e-06  +4.612e-01
0.416  0.808  2.244  1.94330  -4.7990312e+00  +3.3481389e-03  +2.249e+00  +1.000e+00  +1.484e-06  +4.533e-01
0.418  0.812  2.253  1.94330  -4.7990245e+00  +3.3510642e-03  +2.232e+00  +1.000e+00  +1.487e-06  +4.455e-01
0.420  0.816  2.262  1.94330  -4.7990178e+00  +3.3539415e-03  +2.214e+00  +1.000e+00  +1.489e-06  +4.378e-01
0.422  0.820  2.271  1.94330  -4.7990110e+00  +3.3567714e-03  +2.197e+00  +1.000e+00  +1.492e-06  +4.302e-01
0.424  0.824  2.280  1.94330  -4.7990043e+00  +3.3595545e-03  +2.180e+00  +1.000e+00  +1.494e-06  +4.227e-01
0.426  0.828  2.288  1.94330  -4.7989976e+00  +3.3622914e-03  +2.163e+00  +1.000e+00  +1.497e-06  +4.153e-01
0.428  0.832  2.297  1.94330  -4.7989909e+00  +3.3649824e-03  +2.147e+00  +1.000e+00  +1.499e-06  +4.081e-01
0.430  0.836  2.306  1.94330  -4.7989841e+00  +3.3676283e-03  +2.130e+00  +1.000e+00  +1.502e-06  +4.009e-01
0.432  0.840  2.315  1.94330  -4.7989774e+00  +3.3702294e-03  +2.114e+00  +1.000e+00  +1.504e-06  +3.938e-01
0.434  0.843  2.324  1.94330  -4.7989707e+00  +3.3727864e-03  +2.097e+00  +1.000e+00  +1.506e-06  +3.868e-01
0.436  0.847  2.333  1.94330  -4.7989639e+00  +3.3752996e-03  +2.081e+00  +1.000e+00  +1.508e-06  +3.799e-01
0.438  0.851  2.342  1.94330  -4.7989572e+00  +3.3777696e-03  +2.065e+00  +1.000e+00  +1.511e-06  +3.730e-01
0.440  0.855  2.352  1.94330  -4.7989504e+00  +3.3801970e-03  +2.049e+00  +1.000e+00  +1.513e-06  +3.663e-01
0.442  0.859  2.361  1.94330  -4.7989436e+00  +3.3825821e-03  +2.033e+00  +1.000e+00  +1.515e-06  +3.597e-01
0.444  0.863  2.370  1.94330  -4.7989369e+00  +3.3849255e-03  +2.017e+00  +1.000e+00  +1.517e-06  +3.531e-01
0.446  0.867  2.379  1.94330  -4.7989301e+00  +3.3872276e-03  +2.002e+00  +1.000e+00  +1.519e-06  +3.466e-01
0.448  0.871  2.388  1.94330  -4.7989233e+00  +3.3894890e-03  +1.986e+00  +1.000e+00  +1.521e-06  +3.402e-01
0.450  0.874  2.398  1.94330  -4.7989165e+00  +3.3917101e-03  +1.971e+00  +1.000e+00  +1.523e-06  +3.339e-01
0.452  0.878  2.407  1.94330  -4.7989098e+00  +3.3938913e-03  +1.955e+00  +1.000e+00  +1.525e-06  +3.277e-01
0.454  0.882  2.416  1.94330  -4.7989030e+00  +3.3960332e-03  +1.940e+00  +1.000e+00  +1.527e-06  +3.216e-01
0.456  0.886  2.426  1.94330  -4.7988962e+00  +3.3981361e-03  +1.925e+00  +1.000e+00  +1.529e-06  +3.155e-01
0.458  0.890  2.435  1.94330  -4.7988894e+00  +3.4002005e-03  +1.910e+00  +1.000e+00  +1.531e-06  +3.095e-01
0.460  0.894  2.445  1.94330  -4.7988826e+00  +3.4022269e-03  +1.896e+00  +1.000e+00  +1.533e-06  +3.036e-01
0.462  0.898  2.454  1.94330  -4.7988758e+00  +3.4042157e-03  +1.881e+00  +1.000e+00  +1.534e-06  +2.978e-01
0.464  0.902  2.464  1.94330  -4.7988690e+00  +3.4061673e-03  +1.866e+00  +1.000e+00  +1.536e-06  +2.921e-01
0.466  0.906  2.473  1.94330  -4.7988621e+00  +3.4080822e-03  +1.852e+00  +1.000e+00  +1.538e-06  +2.864e-01
0.468  0.909  2.483  1.94330  -4.7988553e+00  +3.4099607e-03  +1.838e+00  +1.000e+00  +1.540e-06  +2.808e-01
0.470  0.913  2.493  1.94330  -4.7988485e+00  +3.4118034e-03  +1.823e+00  +1.000e+00  +1.541e-06  +2.752e-01
0.472  0.917  2.502  1.94330  -4.7988417e+00  +3.4136105e-03  +1.809e+00  +1.000e+00  +1.543e-06  +2.698e-01
0.474  0.921  2.512  1.94330  -4.7988348e+00  +3.4153826e-03  +1.795e+00  +1.000e+00  +1.544e-06  +2.644e-01
0.476  0.925  2.522  1.94330  -4.7988280e+00  +3.4171200e-03  +1.781e+00  +1.000e+00  +1.546e-06  +2.590e-01
0.478  0.929  2.532  1.94330  -4.7988212e+00  +3.4188231e-03  +1.768e+00  +1.000e+00  +1.548e-06  +2.538e-01
0.480  0.933  2.542  1.94330  -4.7988143e+00  +3.4204923e-03  +1.754e+00  +1.000e+00  +1.549e-06  +2.486e-01
0.482  0.937  2.551  1.94330  -4.7988075e+00  +3.4221281e-03  +1.740e+00  +1.000e+00  +1.551e-06  +2.435e-01
0.484  0.941  2.561  1.94330  -4.7988007e+00  +3.4237307e-03  +1.727e+00  +1.000e+00  +1.552e-06  +2.384e-01
0.486  0.944  2.571  1.94330  -4.7987938e+00  +3.4253006e-03  +1.713e+00  +1.000e+00  +1.553e-06  +2.334e-01
0.488  0.948  2.581  1.94330  -4.7987870e+00  +3.4268382e-03  +1.700e+00  +1.000e+00  +1.555e-06  +2.285e-01
0.490  0.952  2.591  1.94330  -4.7987801e+00  +3.4283438e-03  +1.687e+00  +1.000e+00  +1.556e-06  +2.236e-01
0.492  0.956  2.602  1.94330  -4.7987732e+00  +3.4298178e-03  +1.674e+00  +1.000e+00  +1.558e-06  +2.188e-01
0.494  0.960  2.612  1.94330  -4.7987664e+00  +3.4312605e-03  +1.661e+00  +1.000e+00  +1.559e-06  +2.140e-01
0.496  0.964  2.622  1.94330  -4.7987595e+00  +3.4326724e-03  +1.648e+00  +1.000e+00  +1.560e-06  +2.094e-01
0.498  0.968  2.632  1.94330  -4.7987526e+00  +3.4340537e-03  +1.635e+00  +1.000e+00  +1.561e-06  +2.047e-01
0.500  0.972  2.642  1.94330  -4.7987458e+00  +3.4354049e-03  +1.623e+00  +1.000e+00  +1.563e-06  +2.001e-01
0.502  0.976  2.653  1.94330  -4.7987389e+00  +3.4367263e-03  +1.610e+00  +1.000e+00  +1.564e-06  +1.956e-01
0.504  0.979  2.663  1.94330  -4.7987320e+00  +3.4380182e-03  +1.598e+00  +1.000e+00  +1.565e-06  +1.912e-01
0.506  0.983  2.673  1.94330  -4.7987252e+00  +3.4392810e-03  +1.585e+00  +1.000e+00  +1.566e-06  +1.868e-01
0.508  0.987  2.684  1.94330  -4.7987183e+00  +3.4405150e-03  +1.573e+00  +1.000e+00  +1.567e-06  +1.824e-01
0.510  0.991  2.694  1.94330  -4.7987114e+00  +3.4417205e-03  +1.561e+00  +1.000e+00  +1.568e-06  +1.781e-01
0.512  0.995  2.705  1.94330  -4.7987045e+00  +3.4428979e-03  +1.549e+00  +1.000e+00  +1.569e-06  +1.739e-01
0.514  0.999  2.715  1.94330  -4.7986976e+00  +3.4440475e-03  +1.537e+00  +1.000e+00  +1.570e-06  +1.697e-01
0.516  1.003  2.726  1.94330  -4.7986907e+00  +3.4451696e-03  +1.525e+00  +1.000e+00  +1.571e-06  +1.656e-01
0.518  1.007  2.736  1.94330  -4.7986838e+00  +3.4462645e-03  +1.513e+00  +1.000e+00  +1.572e-06  +1.615e-01
0.520  1.011  2.747  1.94330  -4.7986769e+00  +3.4473326e-03  +1.501e+00  +1.000e+00  +1.573e-06  +1.574e-01
0.522  1.014  2.758  1.94330  -4.7986700e+00  +3.4483742e-03  +1.490e+00  +1.000e+00  +1.574e-06  +1.535e-01
0.524  1.018  2.768  1.94330  -4.7986632e+00  +3.4493895e-03  +1.478e+00  +1.000e+00  +1.575e-06  +1.495e-01
0.526  1.022  2.779  1.94330  -4.7986563e+00  +3.4503789e-03  +1.467e+00  +1.000e+00  +1.576e-06  +1.456e-01
0.528  1.026  2.790  1.94330  -4.7986494e+00  +3.4513427e-03  +1.455e+00  +1.000e+00  +1.577e-06  +1.418e-01
0.530  1.030  2.801  1.94330  -4.7986424e+00  +3.4522812e-03  +1.444e+00  +1.000e+00  +1.578e-06  +1.380e-01
0.532  1.034  2.812  1.94330  -4.7986355e+00  +3.4531946e-03  +1.433e+00  +1.000e+00  +1.579e-06  +1.343e-01
0.534  1.038  2.823  1.94330  -4.7986286e+00  +3.4540833e-03  +1.422e+00  +1.000e+00  +1.580e-06  +1.306e-01
0.536  1.042  2.834  1.94330  -4.7986217e+00  +3.4549476e-03  +1.411e+00  +1.000e+00  +1.580e-06  +1.269e-01
0.538  1.045  2.845  1.94330  -4.7986148e+00  +3.4557877e-03  +1.400e+00  +1.000e+00  +1.581e-06  +1.233e-01
0.540  1.049  2.856  1.94330  -4.7986079e+00  +3.4566039e-03  +1.389e+00  +1.000e+00  +1.582e-06  +1.197e-01
0.542  1.053  2.867  1.94330  -4.7986010e+00  +3.4573965e-03  +1.378e+00  +1.000e+00  +1.583e-06  +1.162e-01
0.544  1.057  2.878  1.94330  -4.7985941e+00  +3.4581658e-03  +1.368e+00  +1.000e+00  +1.583e-06  +1.127e-01
0.546  1.061  2.889  1.94330  -4.7985872e+00  +3.4589121e-03  +1.357e+00  +1.000e+00  +1.584e-06  +1.093e-01
0.548  1.065  2.901  1.94330  -4.7985802e+00  +3.4596355e-03  +1.347e+00  +1.000e+00  +1.585e-06  +1.059e-01
0.550  1.069  2.912  1.94330  -4.7985733e+00  +3.4603364e-03  +1.336e+00  +1.000e+00  +1.585e-06  +1.026e-01
0.552  1.073  2.923  1.94330  -4.7985664e+00  +3.4610151e-03  +1.326e+00  +1.000e+00  +1.586e-06  +9.926e-02
0.554  1.077  2.935  1.94330  -4.7985595e+00  +3.4616718e-03  +1.315e+00  +1.000e+00  +1.587e-06  +9.599e-02
0.556  1.080  2.946  1.94330  -4.7985525e+00  +3.4623067e-03  +1.305e+00  +1.000e+00  +1.587e-06  +9.276e-02
0.558  1.084  2.958  1.94330  -4.7985456e+00  +3.4629202e-03  +1.295e+00  +1.000e+00  +1.588e-06  +8.957e-02
0.560  1.088  2.969  1.94330  -4.7985387e+00  +3.4635124e-03  +1.285e+00  +1.000e+00  +1.588e-06  +8.642e-02
0.562  1.092  2.981  1.94330  -4.7985318e+00  +3.4640836e-03  +1.275e+00  +1.000e+00  +1.589e-06  +8.331e-02
0.564  1.096  2.992  1.94330  -4.7985248e+00  +3.4646341e-03  +1.265e+00  +1.000e+00  +1.589e-06  +8.023e-02
0.566  1.100  3.004  1.94330  -4.7985179e+00  +3.4651641e-03  +1.256e+00  +1.000e+00  +1.590e-06  +7.719e-02
0.568  1.104  3.016  1.94330  -4.7985110e+00  +3.4656739e-03  +1.246e+00  +1.000e+00  +1.590e-06  +7.419e-02
0.570  1.108  3.027  1.94330  -4.7985040e+00  +3.4661636e-03  +1.236e+00  +1.000e+00  +1.591e-06  +7.123e-02
0.572  1.112  3.039  1.94330  -4.7984971e+00  +3.4666335e-03  +1.227e+00  +1.000e+00  +1.591e-06  +6.830e-02
0.574  1.115  3.051  1.94330  -4.7984902e+00  +3.4670839e-03  +1.217e+00  +1.000e+00  +1.592e-06  +6.541e-02
0.576  1.119  3.063  1.94330  -4.7984832e+00  +3.4675150e-03  +1.208e+00  +1.000e+00  +1.592e-06  +6.255e-02
0.578  1.123  3.075  1.94330  -4.7984763e+00  +3.4679270e-03  +1.198e+00  +1.000e+00  +1.592e-06  +5.972e-02
0.580  1.127  3.087  1.94330  -4.7984694e+00  +3.4683201e-03  +1.189e+00  +1.000e+00  +1.593e-06  +5.693e-02
0.582  1.131  3.099  1.94330  -4.7984624e+00  +3.4686946e-03  +1.180e+00  +1.000e+00  +1.593e-06  +5.418e-02
0.584  1.135  3.111  1.94330  -4.7984555e+00  +3.4690507e-03  +1.171e+00  +1.000e+00  +1.593e-06  +5.146e-02
0.586  1.139  3.123  1.94330  -4.7984486e+00  +3.4693885e-03  +1.162e+00  +1.000e+00  +1.594e-06  +4.877e-02
0.588  1.143  3.135  1.94330  -4.7984416e+00  +3.4697084e-03  +1.153e+00  +1.000e+00  +1.594e-06  +4.611e-02
0.590  1.147  3.147  1.94330  -4.7984347e+00  +3.4700104e-03  +1.144e+00  +1.000e+00  +1.594e-06  +4.348e-02
0.592  1.150  3.160  1.94330  -4.7984277e+00  +3.4702949e-03  +1.135e+00  +1.000e+00  +1.594e-06  +4.089e-02
0.594  1.154  3.172  1.94330  -4.7984208e+00  +3.4705621e-03  +1.126e+00  +1.000e+00  +1.595e-06  +3.833e-02
0.596  1.158  3.184  1.94330  -4.7984139e+00  +3.4708120e-03  +1.117e+00  +1.000e+00  +1.595e-06  +3.580e-02
0.598  1.162  3.197  1.94330  -4.7984069e+00  +3.4710451e-03  +1.109e+00  +1.000e+00  +1.595e-06  +3.330e-02
0.600  1.166  3.209  1.94330  -4.7984000e+00  +3.4712613e-03  +1.100e+00  +1.000e+00  +1.595e-06  +3.082e-02
0.602  1.170  3.222  1.94330  -4.7983930e+00  +3.4714610e-03  +1.092e+00  +1.000e+00  +1.596e-06  +2.838e-02
0.604  1.174  3.234  1.94330  -4.7983861e+00  +3.4716444e-03  +1.083e+00  +1.000e+00  +1.596e-06  +2.597e-02
0.606  1.178  3.247  1.94330  -4.7983791e+00  +3.4718116e-03  +1.075e+00  +1.000e+00  +1.596e-06  +2.359e-02
0.608  1.182  3.259  1.94330  -4.7983722e+00  +3.4719628e-03  +1.066e+00  +1.000e+00  +1.596e-06  +2.123e-02
0.610  1.185  3.272  1.94330  -4.7983653e+00  +3.4720982e-03  +1.058e+00  +1.000e+00  +1.596e-06  +1.891e-02
0.612  1.189  3.285  1.94330  -4.7983583e+00  +3.4722180e-03  +1.050e+00  +1.000e+00  +1.596e-06  +1.661e-02
0.614  1.193  3.298  1.94330  -4.7983514e+00  +3.4723224e-03  +1.042e+00  +1.000e+00  +1.596e-06  +1.434e-02
0.616  1.197  3.310  1.94330  -4.7983444e+00  +3.4724116e-03  +1.034e+00  +1.000e+00  +1.596e-06  +1.209e-02
0.618  1.201  3.323  1.94330  -4.7983375e+00  +3.4724858e-03  +1.026e+00  +1.000e+00  +1.597e-06  +9.878e-03
0.620  1.205  3.336  1.94330  -4.7983305e+00  +3.4725450e-03  +1.018e+00  +1.000e+00  +1.597e-06  +7.687e-03
0.622  1.209  3.349  1.94330  -4.7983236e+00  +3.4725896e-03  +1.010e+00  +1.000e+00  +1.597e-06  +5.523e-03
0.624  1.213  3.362  1.94330  -4.7983166e+00  +3.4726197e-03  +1.002e+00  +1.000e+00  +1.597e-06  +3.385e-03
0.626  1.217  3.375  1.94330  -4.7983097e+00  +3.4726354e-03  +9.944e-01  +1.000e+00  +1.597e-06  +1.272e-03
0.628  1.220  3.389  1.94330  -4.7983028e+00  +3.4726370e-03  +9.867e-01  +1.000e+00  +1.597e-06  -8.148e-04
0.630  1.224  3.402  1.94330  -4.7982958e+00  +3.4726245e-03  +9.790e-01  +1.000e+00  +1.597e-06  -2.877e-03
0.632  1.228  3.415  1.94330  -4.7982889e+00  +3.4725982e-03  +9.715e-01  +1.000e+00  +1.597e-06  -4.915e-03
0.634  1.232  3.428  1.94330  -4.7982819e+00  +3.4725583e-03  +9.639e-01  +1.000e+00  +1.597e-06  -6.928e-03
0.636  1.236  3.442  1.94330  -4.7982750e+00  +3.4725048e-03  +9.565e-01  +1.000e+00  +1.597e-06  -8.918e-03
0.638  1.240  3.455  1.94330  -4.7982680e+00  +3.4724380e-03  +9.491e-01  +1.000e+00  +1.596e-06  -1.088e-02
0.640  1.244  3.468  1.94330  -4.7982611e+00  +3.4723580e-03  +9.417e-01  +1.000e+00  +1.596e-06  -1.283e-02
0.642  1.248  3.482  1.94330  -4.7982541e+00  +3.4722650e-03  +9.344e-01  +1.000e+00  +1.596e-06  -1.474e-02
0.644  1.251  3.496  1.94330  -4.7982472e+00  +3.4721591e-03  +9.272e-01  +1.000e+00  +1.596e-06  -1.664e-02
0.646  1.255  3.509  1.94330  -4.7982403e+00  +3.4720405e-03  +9.200e-01  +1.000e+00  +1.596e-06  -1.851e-02
0.648  1.259  3.523  1.94330  -4.7982333e+00  +3.4719094e-03  +9.129e-01  +1.000e+00  +1.596e-06  -2.037e-02
0.650  1.263  3.537  1.94330  -4.7982264e+00  +3.4717658e-03  +9.058e-01  +1.000e+00  +1.596e-06  -2.219e-02
0.652  1.267  3.550  1.94330  -4.7982194e+00  +3.4716100e-03  +8.988e-01  +1.000e+00  +1.596e-06  -2.400e-02
0.654  1.271  3.564  1.94330  -4.7982125e+00  +3.4714421e-03  +8.919e-01  +1.000e+00  +1.596e-06  -2.579e-02
0.656  1.275  3.578  1.94330  -4.7982055e+00  +3.4712622e-03  +8.849e-01  +1.000e+00  +1.595e-06  -2.755e-02
0.658  1.279  3.592  1.94330  -4.7981986e+00  +3.4710704e-03  +8.781e-01  +1.000e+00  +1.595e-06  -2.930e-02
0.660  1.283  3.606  1.94330  -4.7981917e+00  +3.4708670e-03  +8.713e-01  +1.000e+00  +1.595e-06  -3.102e-02
0.662  1.286  3.620  1.94330  -4.7981847e+00  +3.4706521e-03  +8.646e-01  +1.000e+00  +1.595e-06  -3.272e-02
0.664  1.290  3.634  1.94330  -4.7981778e+00  +3.4704257e-03  +8.579e-01  +1.000e+00  +1.595e-06  -3.440e-02
0.666  1.294  3.648  1.94330  -4.7981708e+00  +3.4701881e-03  +8.512e-01  +1.000e+00  +1.594e-06  -3.606e-02
0.668  1.298  3.662  1.94330  -4.7981639e+00  +3.4699394e-03  +8.446e-01  +1.000e+00  +1.594e-06  -3.771e-02
0.670  1.302  3.677  1.94330  -4.7981569e+00  +3.4696797e-03  +8.381e-01  +1.000e+00  +1.594e-06  -3.933e-02
0.672  1.306  3.691  1.94330  -4.7981500e+00  +3.4694091e-03  +8.316e-01  +1.000e+00  +1.594e-06  -4.093e-02
0.674  1.310  3.705  1.94330  -4.7981431e+00  +3.4691278e-03  +8.252e-01  +1.000e+00  +1.593e-06  -4.252e-02
0.676  1.314  3.720  1.94330  -4.7981361e+00  +3.4688360e-03  +8.188e-01  +1.000e+00  +1.593e-06  -4.408e-02
0.678  1.318  3.734  1.94330  -4.7981292e+00  +3.4685336e-03  +8.124e-01  +1.000e+00  +1.593e-06  -4.563e-02
0.680  1.321  3.749  1.94330  -4.7981223e+00  +3.4682209e-03  +8.061e-01  +1.000e+00  +1.593e-06  -4.716e-02
0.682  1.325  3.763  1.94330  -4.7981153e+00  +3.4678980e-03  +7.999e-01  +1.000e+00  +1.592e-06  -4.867e-02
0.684  1.329  3.778  1.94330  -4.7981084e+00  +3.4675651e-03  +7.937e-01  +1.000e+00  +1.592e-06  -5.016e-02
0.686  1.333  3.793  1.94330  -4.7981015e+00  +3.4672221e-03  +7.876e-01  +1.000e+00  +1.592e-06  -5.163e-02
0.688  1.337  3.808  1.94330  -4.7980945e+00  +3.4668693e-03  +7.815e-01  +1.000e+00  +1.591e-06  -5.309e-02
0.690  1.341  3.822  1.94330  -4.7980876e+00  +3.4665069e-03  +7.754e-01  +1.000e+00  +1.591e-06  -5.453e-02
0.692  1.345  3.837  1.94330  -4.7980807e+00  +3.4661348e-03  +7.694e-01  +1.000e+00  +1.591e-06  -5.595e-02
0.694  1.349  3.852  1.94330  -4.7980737e+00  +3.4657532e-03  +7.634e-01  +1.000e+00  +1.590e-06  -5.736e-02
0.696  1.353  3.867  1.94330  -4.7980668e+00  +3.4653622e-03  +7.575e-01  +1.000e+00  +1.590e-06  -5.875e-02
0.698  1.356  3.882  1.94330  -4.7980599e+00  +3.4649620e-03  +7.517e-01  +1.000e+00  +1.590e-06  -6.012e-02
0.700  1.360  3.897  1.94330  -4.7980529e+00  +3.4645527e-03  +7.458e-01  +1.000e+00  +1.589e-06  -6.147e-02
0.702  1.364  3.913  1.94330  -4.7980460e+00  +3.4641343e-03  +7.401e-01  +1.000e+00  +1.589e-06  -6.281e-02
0.704  1.368  3.928  1.94330  -4.7980391e+00  +3.4637071e-03  +7.343e-01  +1.000e+00  +1.588e-06  -6.414e-02
0.706  1.372  3.943  1.94330  -4.7980321e+00  +3.4632710e-03  +7.287e-01  +1.000e+00  +1.588e-06  -6.545e-02
0.708  1.376  3.958  1.94330  -4.7980252e+00  +3.4628262e-03  +7.230e-01  +1.000e+00  +1.588e-06  -6.674e-02
0.710  1.380  3.974  1.94330  -4.7980183e+00  +3.4623729e-03  +7.174e-01  +1.000e+00  +1.587e-06  -6.801e-02
0.712  1.384  3.989  1.94330  -4.7980114e+00  +3.4619110e-03  +7.119e-01  +1.000e+00  +1.587e-06  -6.928e-02
0.714  1.388  4.005  1.94330  -4.7980044e+00  +3.4614408e-03  +7.063e-01  +1.000e+00  +1.586e-06  -7.052e-02
0.716  1.391  4.020  1.94330  -4.7979975e+00  +3.4609623e-03  +7.009e-01  +1.000e+00  +1.586e-06  -7.176e-02
0.718  1.395  4.036  1.94330  -4.7979906e+00  +3.4604757e-03  +6.955e-01  +1.000e+00  +1.585e-06  -7.297e-02
0.720  1.399  4.052  1.94330  -4.7979837e+00  +3.4599810e-03  +6.901e-01  +1.000e+00  +1.585e-06  -7.418e-02
0.722  1.403  4.068  1.94330  -4.7979768e+00  +3.4594783e-03  +6.847e-01  +1.000e+00  +1.585e-06  -7.536e-02
0.724  1.407  4.083  1.94330  -4.7979698e+00  +3.4589677e-03  +6.794e-01  +1.000e+00  +1.584e-06  -7.654e-02
0.726  1.411  4.099  1.94330  -4.7979629e+00  +3.4584494e-03  +6.742e-01  +1.000e+00  +1.584e-06  -7.770e-02
0.728  1.415  4.115  1.94330  -4.7979560e+00  +3.4579234e-03  +6.689e-01  +1.000e+00  +1.583e-06  -7.884e-02
0.730  1.419  4.131  1.94330  -4.7979491e+00  +3.4573899e-03  +6.638e-01  +1.000e+00  +1.583e-06  -7.998e-02
0.732  1.422  4.147  1.94330  -4.7979422e+00  +3.4568488e-03  +6.586e-01  +1.000e+00  +1.582e-06  -8.110e-02
0.734  1.426  4.164  1.94330  -4.7979353e+00  +3.4563004e-03  +6.535e-01  +1.000e+00  +1.582e-06  -8.220e-02
0.736  1.430  4.180  1.94330  -4.7979284e+00  +3.4557447e-03  +6.485e-01  +1.000e+00  +1.581e-06  -8.329e-02
0.738  1.434  4.196  1.94330  -4.7979214e+00  +3.4551817e-03  +6.434e-01  +1.000e+00  +1.581e-06  -8.437e-02
0.740  1.438  4.212  1.94330  -4.7979145e+00  +3.4546117e-03  +6.385e-01  +1.000e+00  +1.580e-06  -8.544e-02
0.742  1.442  4.229  1.94330  -4.7979076e+00  +3.4540346e-03  +6.335e-01  +1.000e+00  +1.580e-06  -8.649e-02
0.744  1.446  4.245  1.94330  -4.7979007e+00  +3.4534506e-03  +6.286e-01  +1.000e+00  +1.579e-06  -8.753e-02
0.746  1.450  4.262  1.94330  -4.7978938e+00  +3.4528598e-03  +6.237e-01  +1.000e+00  +1.579e-06  -8.856e-02
0.748  1.454  4.278  1.94330  -4.7978869e+00  +3.4522622e-03  +6.189e-01  +1.000e+00  +1.578e-06  -8.958e-02
0.750  1.457  4.295  1.94330  -4.7978800e+00  +3.4516579e-03  +6.141e-01  +1.000e+00  +1.577e-06  -9.058e-02
0.752  1.461  4.312  1.94330  -4.7978731e+00  +3.4510471e-03  +6.094e-01  +1.000e+00  +1.577e-06  -9.158e-02
0.754  1.465  4.329  1.94330  -4.7978662e+00  +3.4504297e-03  +6.046e-01  +1.000e+00  +1.576e-06  -9.256e-02
0.756  1.469  4.345  1.94330  -4.7978593e+00  +3.4498059e-03  +6.000e-01  +1.000e+00  +1.576e-06  -9.352e-02
0.758  1.473  4.362  1.94330  -4.7978524e+00  +3.4491758e-03  +5.953e-01  +1.000e+00  +1.575e-06  -9.448e-02
0.760  1.477  4.379  1.94330  -4.7978455e+00  +3.4485394e-03  +5.907e-01  +1.000e+00  +1.575e-06  -9.543e-02
0.762  1.481  4.396  1.94330  -4.7978386e+00  +3.4478969e-03  +5.861e-01  +1.000e+00  +1.574e-06  -9.636e-02
0.764  1.485  4.414  1.94330  -4.7978317e+00  +3.4472482e-03  +5.816e-01  +1.000e+00  +1.573e-06  -9.728e-02
0.766  1.489  4.431  1.94330  -4.7978248e+00  +3.4465936e-03  +5.771e-01  +1.000e+00  +1.573e-06  -9.819e-02
0.768  1.492  4.448  1.94330  -4.7978179e+00  +3.4459329e-03  +5.726e-01  +1.000e+00  +1.572e-06  -9.909e-02
0.770  1.496  4.465  1.94330  -4.7978110e+00  +3.4452664e-03  +5.682e-01  +1.000e+00  +1.572e-06  -9.998e-02
0.772  1.500  4.483  1.94330  -4.7978041e+00  +3.4445942e-03  +5.638e-01  +1.000e+00  +1.571e-06  -1.009e-01
0.774  1.504  4.500  1.94330  -4.7977973e+00  +3.4439162e-03  +5.594e-01  +1.000e+00  +1.570e-06  -1.017e-01
0.776  1.508  4.518  1.94330  -4.7977904e+00  +3.4432325e-03  +5.551e-01  +1.000e+00  +1.570e-06  -1.026e-01
0.778  1.512  4.535  1.94330  -4.7977835e+00  +3.4425433e-03  +5.508e-01  +1.000e+00  +1.569e-06  -1.034e-01
0.780  1.516  4.553  1.94330  -4.7977766e+00  +3.4418486e-03  +5.465e-01  +1.000e+00  +1.568e-06  -1.043e-01
0.782  1.520  4.571  1.94330  -4.7977697e+00  +3.4411485e-03  +5.423e-01  +1.000e+00  +1.568e-06  -1.051e-01
0.784  1.524  4.588  1.94330  -4.7977628e+00  +3.4404430e-03  +5.381e-01  +1.000e+00  +1.567e-06  -1.059e-01
0.786  1.527  4.606  1.94330  -4.7977560e+00  +3.4397322e-03  +5.339e-01  +1.000e+00  +1.567e-06  -1.067e-01
0.788  1.531  4.624  1.94330  -4.7977491e+00  +3.4390162e-03  +5.298e-01  +1.000e+00  +1.566e-06  -1.075e-01
0.790  1.535  4.642  1.94330  -4.7977422e+00  +3.4382951e-03  +5.257e-01  +1.000e+00  +1.565e-06  -1.083e-01
0.792  1.539  4.660  1.94330  -4.7977353e+00  +3.4375689e-03  +5.216e-01  +1.000e+00  +1.565e-06  -1.091e-01
0.794  1.543  4.679  1.94330  -4.7977284e+00  +3.4368376e-03  +5.176e-01  +1.000e+00  +1.564e-06  -1.099e-01
0.796  1.547  4.697  1.94330  -4.7977216e+00  +3.4361014e-03  +5.136e-01  +1.000e+00  +1.563e-06  -1.106e-01
0.798  1.551  4.715  1.94330  -4.7977147e+00  +3.4353604e-03  +5.096e-01  +1.000e+00  +1.563e-06  -1.114e-01
0.800  1.555  4.733  1.94330  -4.7977078e+00  +3.4346145e-03  +5.057e-01  +1.000e+00  +1.562e-06  -1.121e-01
0.802  1.559  4.752  1.94330  -4.7977010e+00  +3.4338639e-03  +5.017e-01  +1.000e+00  +1.561e-06  -1.128e-01
0.804  1.562  4.770  1.94330  -4.7976941e+00  +3.4331085e-03  +4.979e-01  +1.000e+00  +1.561e-06  -1.136e-01
0.806  1.566  4.789  1.94330  -4.7976872e+00  +3.4323486e-03  +4.940e-01  +1.000e+00  +1.560e-06  -1.143e-01
